Username,Rating,Komentar,Sentimen
m*****i,5,,1
i*****y,5,,1
z*****q,4,,1
y*****e,4,,1
y*****i,5,,1
i*****y,5,,1
g*****k,5,,1
f*****7,5,,1
d*****2,5,bagus,1
chindi1996,5,,1
widabilal,5,,1
deeade956,5,,1
adibayyyy,1,blm direfund dana nya,1
dijah180502,1,lebar,1
gabbriellaayu88,5,,1
tilukk_69,5,,1
,5,,1
alazharanwari,5,,1
meilan.e,5,,1
dinalorenzaa898,5,,1
jmtr_cyojo,5,,1
ridwan116061,5,,1
strawberrypufff,5,,1
yp16ydi83p,5,,1
wida11275,5,,1
wiwi_prihatini.15,5,,1
melanonathanael,5,,1
nurhaya4t1,3,pengirimana,1
k*****i,5,sesuai harga,1
d*****n,2,,1
6*****k,5,,1
dj95vl6z54,1,kurir nya engga banget,1
s*****7,4,gampang robek,1
d*****3,5,,1
a*****i,5,,1
f*****y,1,warnatidak sesuaiteksturokekenyamananokeproduk oke pelayannya h2 confirm chat produk stoknya habis ganti warna ready dark grey sage green 2 admin cek kakak konfirmasi lanjutan dikirim warna dikirim warna dark brownadmin chat kirim warna mendekati sesuai refund bilang warna pengganti respon direfund repot ngurusnya kebuang sia2pembelajaran owner admin menyepelekan customer service user experiencenb checkout sprei include sarung bantal guling masingmasing 2 dicantumkan deskripsiuntuk ukuran 160200x20 ngepress sarankan pakai penjepit sprei mudah lepas,0
sanahaldzaky,4,warnaputih susuteksturlembutkenyamanannyamanbahan si oke ya lembut sayang gk sesuai klaim deskripsi 20cm plg 15 cm tok alhasil sprei gk ngecover kasur seluruhny akalin pasang karet anti geser jd gk double karet ya tmn2 pas dipasang dudukin kasur aja dh kesana kmri gk bkln stay,1
winiwulansari,5,warnaabutekstursangat lembutrrrkenyamananbahannya adembahannya adem lembut maaf spreinya ga sesuai warnanya udah bawa orang beli bahannya kaya giniiiii pokoknya langganan terusss yu guys co sekaranggg yuhu mantap pokonya best bangettttt,2
iedha838,5,warnasagenya wowteksturhalus lembutkenyamanannyamanspreinya oke bgt homemade bahannya jg adem psti enak ya dipake tidurnya recomended gaes harganya jg terjangkau bgt mksh shopee seller,1
l*****a,5,teksturteksur lumayan lembutkenyamananlumayan nyaman bahan katun pd umumnyawarnawarna moccaini ukurannya pas 160x200 ga sperti kuranv dikit bahannya overal oke sesuai harga,1
estinafitrianti,5,warnacoklatteksturlembut ademkenyamanansangat nyaman dipakai bermain tidurkarena cuman 1 beli motif jujur bahan nya nyaman jd ga nyesel beli deh,1
pongky025,5,kualitasbagustampilanbagusperformabaguspengiriman cepat sarung bantal guling nya 2 best seller ga kaya toko seblm nya pesen kirim 4 hr total seminggu sampe,2
thagita,5,tampilanlumayankualitasstandarperformasesuai hargaterlalu ngepas bagus keliatan rapi semok sargul sarbal kalo ban gul nya gede kayanya gamuat ya,1
a*****4,5,teksturcottonkenyamananlembutwarnamoccasprei nya halus enak tidur ga gerah or panas cakep banget dipadu padankan selimutvyg rmh penjual sat set gercep,1
a*****n,5,warnanariktekstursangatkenyamananprodukbagikan oengalaman tidur seprai fiatas seprai mediuri diatasnya posisi kaya gimana,1
b*****t,5,warnabaikteksturbaikkenyamananbaikseller ramah respon cepat harga kompetitif barang oke packing aman mantap mantap mantap mantaprecommended seller,1
omahkosmetik_jatim,5,bagus seprei nya bahannya enak yg sarung guling nya ku toko skrng guling uk nya gk kayak next co coklat muda,1
a*****a,5,warnasesuai gambar menarikteksturtekstur sesuai hargaa ya guys tp nyaman ko kalo kamar yg dingin daerah gunungkenyamanannyamannnnnnnnnmn,1
s*****4,5,kenyamanannyamanteksturlembutwarnaabupengiriman cepat packaging amankualitas bahan lembut nyamansamping kanan kiri karetnya,1
h*****5,5,warnacoklat tuateksturlembutkenyamanansejukbeli bahan kaya gini bagus pengiriman standar harga terjangkau,1
w*****3,4,warnacoklat tuateksturhaluskenyamananademakhirnya smpe jg nie paket dr pengemasan n pengiriman lmyan packingnya tp aman g ad yg rusak,1
aku.rimba,4,kualitassesuai harga expect tinggiukuran 120cm coba kasur gk tau muat gk,1
r*****9,5,alhamdulillah barang selamatpengiriman cepatpacking aman rapikualitas oketerima kasih,1
n*****a,5,kualitas bahan bagus semoga awet adem yaa packing rapi pengiriman cepat makasih seller,1
f*****.,5,teksturhaluswarnaabukenyamananblum cobapengiriman cepatbahannya sprt mikrotexkaretnya klo karetnya tebal lbh mantab harganya mahal dikit,1
n*****h,5,warnabaikteksturbaikkenyamananbaikpengiriman cepat banget produknya memuaskan banget,1
a*****l,5,warnabagusteksturbaguskenyamananbaiksesuai gambar warnanya soft next order,2
yoelianah,5,teksturbaguskenyamanannyaman dipakaiwarnabagusbagus sepreinya halus harga terjangkau pengiriman cepat,1
r.a.s_09,5,warnacantikteksturlembutkenyamananokbaru mw d coba semoga adeem cantik bgt warnanyaa,1
i*****i,5,warnaabu mudateksturcukup lembutkenyamanancukup nyaman dipakaibarangnya sesuai deskripsi,1
t*****w,5,warnamenarikbarang orderan aman semoga awet tahan,1
m*****a,4,jahitan nya gak kuatpas pasang tali nyaa brudul gitu overall bagus adem jugaa,1
t*****i,5,warnasageteksturlembutkenyamananbaikmendarat selamat bagus banget,1
s*****2,5,tekstursangat lembut nyamankenyamananterasa sejuk ademwarnamenarik cerah sprei rspengiriman cepet tp nya bagus,1
r*****4,5,kenyamanannyamanteksturlembutwarnacokelat susuwarnanya bagus bahnnya lembut 2 guling 2 bantal jahitannya rapi,1
sitijessy,5,warnasesui pesanan abu tuateksturhalus dn lembutkenyamananademjahitan rapithanks ka pesanan aman,1
y*****i,4,alhamdulillah paketannya bahannya sesuai harga,1
m*****b,4,from sprinkler splashes to fireplace ashesi waited ages to see you there,1
a*****n,5,teksturlumayan lembut nyaman sepadan dg harga nywarnabagus sesuai gmbr pesanan nykenyamanandipakai ny adem ga panas cocok daerah dingin sayarespon penjual cepat pengiriman barang cepat jg paket aman cepat jg smpe tujuan ny,1
p*****d,5,produk bagus pengiriman cepat semoga awet tahan joss,1
ayuriasusanti,5,warnaokteksturokkenyamananadembahannya adem thx seller,1
yellyrospitaulina,5,bagus sih cuman foto kaya rada hitam ya asli nya engga,1
mmnadira,5,warnasesuai pesananteksturlembutkenyamanannyaman,1
atimpurwaningrat31,5,baranng sesuai dengann pesananwarna lucukainya lemmbutharga affordable parahthankyou seller,1
w*****1,5,teksturhaluskenyamanannyaman banget krn bahan nya lembutwarnahijau armysudah kali 3 pesan gk mengecewakandpt harga terjangkau tp sprei nya oke banget thanks seller,2
lidya_1496,1,warnatidak sesuai pesananbisa pesanan sesuai,1
defytam,1,ukuran sesuai ukuran 180 tdk dipakai kasur dgn ukuran,1
anandacitra01,5,warnaabu tuateksturlembutkenyamanannyamanntar beli ah adem hehehe,1
d*****1,4,warnahitamteksturcukuo lembutkenyamanancukup nyamanbarang sesuai pesanan harganya murah pengirimannya cepat mantap,1
pn97k3rg7z,5,bahannya adem sesuai eksekusi yg harga mirmer kualitas trimakasih,1
dewiwijayantie99,5,kualitasbagustampilanbagusperformaokeada refund barangnya dikasih tau langsung bungkus paketnya terima kasih proses refaund cepat,1
vellaanifatulizza,5,teksturlembutkenyamanannyamanwarnamaroonpengiriman cepat respon penjual terimakasih seller semoga tetep amamah,1
sucisoenirdja,5,kenyamanannyaman bahan ga bikin gerahternyata kualitasnya bagus harga segini worth to buy banget beli sprei aja gataunya set sarung bantal guling aih cucok pokonya,2
wicaksana97,4,teksturlembutwarnapesen warna malibu yg bby blue,1
n*****1,5,warnamenarikteksturbaguskenyamanannyamanalhamdulillah paketnya datangmntap pokoknya,1
muhammadagusss,5,kenyamananadem bahannyateksturlembutwarnahitamspreinya adem mudah2n habis cuci gak belel warnanya,1
octavia608,5,teksturlembut nyamankenyamanansangat nyamanwarnakubuskainnya adem lembut gak bikin gerah nyaman banget dehh,1
rika_rosdiana785,5,sprei nya lumayan adem lembutmudahan awetpengiriman nya cepet jg next order warna yg,1
megayanuari,5,kualitas bagus kainnya halus ya harga 70an kualitas kain menurutku murah kainnya adem engga panas,1
j*****1,5,teksturtekstur haluswarnasesuai gambarkenyamanannyaman digunakanbahan bagus nyaman,1
ceceniskandar,5,warnamenarikteksturlembut nyaman pas kasurkenyamanansangat nyamannext order spreinyaaa bagus2 semuaaa,1
y*****a,5,kualitasmantaptampilanhalus ademperformaoke,1
amanyjyla,5,bagus cepat halus ukuran sesuai tali guling manual memasukan ok murah,2
nurazisah252,5,teksturkain katun premium beneran haluswarnaarmykenyamananblum cobain siiitolong jahitan pinggirnya rapi klo sisa benangx brsihkan sblum packing,1
uthyn02,5,warnadark greyteksturhalus lembutkenyamanansejuk bangetrekomended banget nih sprei home made work it sih hrga segitu thanks seller,2
damzu,5,teksturlembutkenyamanannyamanwarnasesuaisangat bagus barang jg riel pick cantik banget kain nya lembut nyman dipakai semoga awet dech lila ny terang gk pp tpi bagus mantul,1
j*****n,5,warnasesuai gambarteksturtekstur halus lembutkenyamananbahan katun enakbahan katunenak lembutnyaman kain dingin harga murah dikantong pengiriman cepat,1
t*****a,5,warnanavy blueteksturhaluskenyamanannyaman lembutsuka banget pas kasur lembut halus cuci ku coba pakai nyaman banget next beli warna,1
febbyramapratiwi,1,sesuai pesanan konfirmasi dipesan warna hitam dikirim warna biru,1
zirasartikadewi,5,teksturbagus lembutwarnapas lahkenyamananiya nyaman seuai harga bagus bgt hrus beli spring bed ku pas bgt ga geser2,1
m*****7,5,warnabagusteksturbaguskenyamananbagusterimakasih barang packing rapih sesuai pesanan,1
nawangstywn21,4,tekstursangat lembut pas nyamankenyamanansangat nyaman gunakanwarnaabu tuantappp,1
thutikkctk,5,warnadingin enakteksturhalus lembut sekalikenyamanansangat puas next order lagisilahkan teman teman order,1
khrisnamanua,4,tampilanbaguskualitasbagusperformabagusbarang diterima kondisi bagus,1
a*****o,5,teksturbaguswarnabaguskenyamanannyamanalhamdulillah paket selamat kwalitas bagus terima kasih sellernya semoga sukses,1
n*****a,5,maaf kasih nilai barang dah terima kasih,1
r*****1,4,segi harga kualitas wort it respon,1
a*****e,5,pengiriman barang bagus kualitas produk bagus harga terjangkau murah,1
cameraderry,5,pesanan sesuai bahan bagus pengiriman nya cepat,1
muhamad_iswahyudi,5,warnasesuaiteksturhaluskenyamanancukup nyamanbarang berkualitas harga bersahabat pengiriman cepat,1
mudadick,2,warnaokteksturkasar tipis kenyamananjujur nyamansaya nyaman karna kainnya tu kasartipis trus klw tiduran kaya perih kulit gitu loh bahanya tipis bangttapi harga lumayan murah yaayaahh harga kualitas ya,1
v*****3,5,warnababy blueteksturlembutkenyamananbngtttbagus kali sumpah udh 2 kali nya beli gk kecewa langganan sih,1
redisred1,5,teksturnyamankenyamananiyawarnaabu tuaproduk sesuai deskripsi lengkap pengiriman cepat bagus,1
astro.thrifted,4,beli 2 dikirim 1 direfund respon slow,0
olvi141064,5,teksturkainnya katun haluskenyamananadem ainnyawarnawarnanya kalempacking rapi pengirimannya cepat dgn selamat pokoknya ok deh thanks ya seller,2
fikanoval,5,warnabagus sesuai gambarteksturlembut nyaman dinginkenyamananmemuasakangood bgt,1
wildanannaqsabandi,5,warnasangat bagus ril ictteksturlembut nyaman ademkenyamananwort itterimakasih kak pesnananaya udha sampe sesuai rilpik,1
laraskanitagumayantidp,5,tampilanokperformabaikkualitaslembut ga tipisbaik,1
sansan0906,5,teksturlembutkenyamananbaguswarnasesuaisesuai pesanan,1
zivanaahyasyafira776,5,warnalembut sesuai gambarteksturtekstur haluskenyamanansangat nyaman gunakanpertama order barangnya bagus sesuai ekspektasi,1
e*****9,5,teksturlembutkenyamananademwarnaabu2 creampengiriman cepett bangtt 2 hri udh sampe barang jga aman jaitan rapih kain lembuttt mksh,1
wiwindaaulia.11,5,ok pas bagus sesuai maksih jahitannya rapi suka deh bes pokoknya makasih,2
f*****7,5,warnahutamteksturademkenyamananbelum dicobabaru beli coba semoga cocok,1
l*****9,5,warnabagusteksturbaguskenyamananlembutalhamdulillah barang pengemasan rapi pengiriman cepat,1
t*****7,5,teksturlembutkenyamanannyamanwarnasesuaibarang cepat respon penjual terimakasih produkny,1
meilaniwahyup27,5,warnalembutteksturlembutdinginkenyamanannyaman digunakanyg coklat tua bahannya bagussss dingin lembut,1
v*****a,5,warnawarna terangteksturbahan ny lembutkenyamananpuaswarna ny sesuai pict bahan ny lembut tpi lumayan panas sesuai sih ama price nya,1
nabil090807,5,kualitaskualitas baikperformabaiktampilanoke barang lembutbarang terima kurir ramah barang mengecewakan,1
rezi_sellaaaaaa,5,warnabagus realpicttekstursangat nyaman lembutkenyamananbaikk baguss,1
cennyazrenpiola,1,bro klau untung menipu org ya ndakppalah uang ambil sumbangkan kasian org yg barangnya tpi dikrim paket direfund ndak permberitahuan chat ndak blas pdhal toko online saangat kecewa dahlah kapok,1
zahra_nisa1756,5,tampilanokkualitasokperformaokbahan adem ga bikin gerah baggguussssss,1
p*****o,5,teksturlembutkenyamanannyamanwarnawarna sesuaidengan harga segitu terjangkau ya lumayan sarung bantalnya yg sobek dikit,1
a*****a,5,warnasesuai pesananteksturlumayankenyamananpuasdapat 2 sarung bantal 2 sarung guling,1
azizahhnurul,5,alhamdulillah udah dateng lgsg pasang bagus,1
s*****1,4,warnalembutteksturbaikkenyamananbaikbagus sayang pesen warna hitam yg kirim warna nevy bagus semoga teliti,1
kumasarii,5,warnaabu abuteksturbahan haluskenyamanansangat nyaman dipakai,1
aztimubarok1985,5,teksturlembutkenyamanansangat nyamanwarnawarna produk sesuaipengiriman cepat seller ramah fast respon thank seller,2
t*****2,4,bahan adem halus jahitan rapi karet disetuap sudutnya,1
f4dli1213,1,jual ko ga amanah gambar tertera 2 bantal 2 guling yg 11 nipu nama nya,1
o*****8,5,teksturlembutkenyamananterasa sejuk nyamanwarnabaguskainnya baguslembuttidak tipisbaguss,1
l*****i,5,warnawarna sesuai ekspektasi adateksturtekstur lumayan halus sesuai dgn harganyakenyamanansangat memuaskan,1
novisetiawati216,5,warnahijau sageteksturhaluskenyamanannyamanalhamdulillah seprei nya bagus pas bed nyabakal beli nih,1
ikah1602,5,warnabagusteksturlembutkenyamanannyamanpaket barangnya bagus,1
kerentsusi,5,warnalembutteksturlembutkenyamanannyamanbarang sesuai pesanan harga murah packing rapi pengiriman cepat,1
d*****m,4,teksturkain lembut dinginwarnaputih 180x200kenyamananbelum coba semoga nyaman bikin tidur nyenyak hhii,1
e*****l,5,warnamocca abuteksturlembutkenyamanansangat nyamanfotoa nggak yaaaah guuys baguuuus kook puaaas banget muraaah recommended deeeh pokoknya,1
conk_cionik1984,5,kenyamananlembuuutteksturelastiswarnasesuai pesananjangan ragu bimbang langsung chekout aja,1
5*****_,5,warnasesui gambarteksturlembutkenyamananpuasrekomendit bngty,1
8fh54jsd7k,5,warnababy blueteksturlembut nyamankenyamananadembagus sesuai deskripsi harga thank u seller,1
227ahi496j,5,kualitasbagusuntuk harga segini bagus banget barangnyatak pikir sprei doangeh sarung bantal gulingnya jugamakasih yaawarnanya soft bgtsuka deh pkoknya,2
2pgb2dmpqf,5,warnasesuai gambarteksturhalus dn lembutkenyamanannyaman banget dipakai pokoknya realpict sepreinyabagusnd mengecewakan kitadpt 2 sarung bantal gulingdn 2 sarung bantal,1
j*****1,5,warnahitam armyteksturlembutkenyamanannyaman,1
a*****a,5,warnawarna produk sesuai fototekstursangat lembut nyamankenyamananterasa sejuk dipakai,1
r*****n,4,warnasesuaiteksturlembutkenyamanannyamanlumayan tipis worth it,2
rahmansyahkembar,5,warnacerahteksturlembutkenyamanannyamansudah semoga yg d kasi hadiah senang nya,1
raja4y7y347t,5,teksturlembut haluswarnahitam bagus pekatkenyamanansejukk ademcocok tidur tekstur bagus,1
yusuf_rifai1,5,teksturlembukenyamananhaluswarnacoksubagus bagus bagus lembut lembu halus halus top,2
20082021hb,5,warnacerahtekstursangat lembut nyamankenyamananadem bangetkoleksi ke2 next order suka bgt,1
miladahlia30,4,warnabagusteksturlembutkenyamanansangat bagus nyaman,1
p*****2,5,bahannya enakk bangettt beli 1 karna liat bahan dlu next order warna tengkyu,1
tikakurniasi,5,warnaabu tuateksturringan lembutkenyamanannyaman rapihrekomended sesuai dgn gambar,1
auliyaha,5,packaging rapi pakai kardussemoga awet barang insyaallah bagus,1
enorspt422,3,warnaabu tua180x200teksturlumayankenyamananlumayanneks pesan warna pengiriman lumayan cepat,1
s*****i,5,warnawarna bagus mayan pekatteksturtektur bahan halus hangatkenyamanansejuk saaat dipakai,1
a*****a,5,thanks toko barangnya bagus cakep kapan2 order thanks admin,2
via21desember,4,teksturlembutwarnawarna sesuai pesanan blue webkenyamanannyamannext order lagiii disinii,1
n*****8,5,warnawarnanya warna sukateksturlembutlah lumayankenyamananbelok dicoba,1
tenisusilawati927,1,warnaabubeli 2 nya cuman bilang kembaliin uang nya tf tf ngapokin,1
groho01,5,tekstursangat lembut nyamankenyamananenak ademwarnasesuai gambarterima kasih tokonya semoga berkah lancarkan rezekinya,1
yanti_rosita86,5,warnabgt sesuai exspetasiteksturkaina bagus adem bgt tebel lembutkenyamanansgt nyamansaya suka sesuai seprainya ok pokonya sukaaaaaa,2
via_viona,1,ukuran kekecilan ak return spreinya stlah barang return dr sy udh dtrima penjual pnjual respon lgi,1
handoyoprayogo_,5,warnabagus sekaliteksturenakkenyamananmantabsaya suka warna polos,1
ydistama,4,warnasangat bagusteksturlembut ademkenyamanankelihatannya sih nyamansangat rekomended,1
nidarahmadinaaa,5,warnamantapteksturlembutkenyamananademdg harga segini dpt segitu wow banget,2
whyu0386,4,warnabagus sesuai pesananteksturhalusssssssssssskenyamanannyaman lembut,1
lismawidyarni,5,warnacoklat tuateksturlembut lumayan tebalkenyamanannyamanmantap,1
b1smut,5,warnasesuaiteksturhaluskenyamanansejuk nyamanbahanya ga bikin panas,1
a*****i,5,warnasesuaiteksturlembutkenyamanannyamannice,1
mitaheru21,3,pesan coklat tua dikasihnya hitam stok habis gak dikonfirmasi pembeli sih,1
v*****n,5,teksturhaluswarnamoccakenyamanannyaman dipakaini udh order ke2 kalix,1
d*****i,5,warnamenarikteksturlembutkenyamanansejukbagikan penilaianmu barang aman bagus lembut,1
putuswandana688,4,teksturokekenyamananokewarnaokehanya polos corak,1
saharawati083,5,warnawarnaa sesuaiteksturhalus nyamankenyamanansangat memuaskan,1
agoessto17,5,teksturlembut nyamanwarnasesuai pic baguskenyamanansejuk nyaman,1
rahmadwid10,5,warnasesuai gambatkenyamanannyaman gunakansesuai pesanan,1
xqrqg307fv,5,performakurirnya ramahkualitaslumayan siii bagustampilanmewahhh,1
rikezou_,4,kenyamanansedikit lembutwarnasedikit pink sih mahbenangnya keliatan,0
noorlydia825,5,warnawarna sesuaitekstursangat lembutkenyamanannyaman pakai,1
pipihapipah480,5,dg harga segitu cakep bhan bgus pinggir y karet,1
3c_6r9tp31,5,barangnya baguss sesuai keinginangk nyesel deh belanja,1
ekamurlizarno,5,warnasesuai gambarteksturlembutkenyamananmemuaskan,1
082395621384ihsan,1,gak amanah tokonya pesan sarban 4 gak d krim dkirim seprei nyaa yg lengkap 1 set,1
komangtantri504,5,warnawarna sesuai gambartekstursangat lembut nyamankenyamanansejukpokoknya puas nexs order,1
putririnjani865,4,warnaharusnya coklat kubusteksturokelahkenyamanannyamanbagus kecewa warna sesuai dipesan,1
h*****r,5,pengiriman lumayan cpetbahannya bagus gak bikin gerah,1
jacassa,5,warnabagus sesuai gambarteksturnyamankenyamananpuas,1
d*****2,5,warnabagusteksturlembutkenyamananenak aj sprei nya,1
a*****u,5,performaoktampilanokkualitasso soterimakasih,1
f*****9,5,warnacoklattteksturlembutttkenyamananbagus nyaman,1
antikasari0103,5,warnasesuai gambarteksturhalus dingin,1
5q1nwfkrnl,5,teksturlembutwarnasesuai fotokenyamanannyaman,1
eduardusindrawan,1,kayanya bagus sih dibuka udah nodanya ga tau noda,1
ayuaksesorisbali,4,tampilanbagusperformahalussesuai pesanan ya,1
liavalentinaaaa,1,kocak pesan dikirim bayarnya tetep duasehat sehat ya tukang tipu,1
candrahalim29,4,teksturlembutkenyamananagak tipiswarnaagak kusam,1
wrk13,5,teksturlembutkenyamanankucing smpe gamau kalo ga tidur sepreiwarnawarna gaush,1
baligoldenturtletours,2,jahitan kuat gampang berodolukuranny,1
a.ndrea8,3,warnacoksupesan coksu yg coklat tua,1
darrellputradarrellputra,5,warnasesuaiteksturyang haluskenyamanansangat nyamanalhamdulillah paket sdh,1
a*****i,5,warnasesuai ekspektasi menarikteksturlembut nyamankenyamananbahan halus,1
yusha_adel,1,pesan warna kubus dateng warna coklat gmn sih,1
wz1hsfv7e1,5,terima kasih kak paketnya mendarat aman sesuai trims,1
rioprass40,5,tampilanlembutperformahaluskualitasmantapmantap jos,1
ika.22021995,5,teksturlumayan hrga segitu moga awtwarnasesuai,1
yunikartika826,4,warnaarmyteksturnyamanjahitannya rapih bagus,1
triasih696,5,teksturbagus lembutkenyamanannyamanwarnaabu tua,1
h*****5,5,performabagus adem bahannya mudah2han awet untung pas banget pesen yg ukuran queen inikualitasbaik murah harga seginj mah next order yg wrna laintampilanwarna nya realpict sesuai pesenan,1
rafiftaqirobbani,5,performabagustampilanbaguskualitasbagusspreinya halus dingin warnanya bagus pengiriman cepat oke gasoke gasoke gas,1
amellia12344,1,warnatidak sesuai yg sy pgn sy pengen seprai warna lemon lime tp kirim warna oren kalo gk cht sy dl maen kirim ajatolong ya jualan tuh yg bnr ka uang tp pernannggung dr kaka nya gk sy pengembalian dana udh seminggu 2 blm respon lg udh bayar udh pengembalian barang udh barang nya nyampe admin nya giliran pengembalian dana makan pdhl cuman 77000rb kalo emng gak pengembalian dana udh aja pengembalian barang yg sy pengen kalo jualan tuh yg jujur amanah segitu aja udh bohong tiati ya yg pesen keseni gk jujur jualan nya,1
hari_surjono18,5,tampilanbagusperformabaguskualitasbaguslumayan sesuai harga cuman tali guling dikit pengiriman cepat packing aman,1
oriirawa2,5,teksturlembutwarnahitamkenyamananhangat jossjossss mantao,1
nima098,3,warnasesuaiteksturbiasakenyamananbiasa180x200 kayak 160x200 puas,1
t*****_,1,gak amanah gak kirim barangnya gausa beli toko beli bedcover seprai bedcovernya doang yg kirim kocak,1
fq9h3mp9p4,5,warnasesui yg d gambarteksturbagus ademkenyamananadem pengen beli mksih,1
8ljyn0c87i,1,kualitasagak tipistampilancoksu abu mudakecewa banget salah kirim ukuran sih kyk pesan uk 180x200 pas dipsang kyk ukuran 160x200,1
sitirokhimah491,1,teksturbaguawarnasesuaiukuran sesuai pesan ukuran 160 x 200 tpi yg,1
enuszakaria,5,performamantapkualitasmantaptampilanmantapblm dipakai sih terima kasih ya min semangatterus tuhan berkati,1
rinaoktaviani_087,5,warnacerahteksturlembutkenyamanannyamn bngtterimaksih kak semoga berlangganan,1
marlenyroreng16,2,puas pesanya malibu yg mala baby bluekalau stock kosong barang dibikin po aja jangam ready,2
karvina_karvina,2,teksturlembutkenyamanansmga nyamanwarnasesuaisaya pesan 4 sepray kirim cuman 3 sepray 1 bantu ya supplier maaf sy kasi bintang 2,1
reni2570,3,kualitassaya udah ga obyektif produksaya beli 3 utk keperluan kos an yg a tulisan bungkusnya isinya 2 tdk refund dll tulisan,1
ekasandz,5,performajahitan nya kenceng untung dikasih 2 overall oke,1
a*****5,5,kualitasbagustampilanwarnanya beda foto produk,1
ducks_second666,1,tampilanbahan kwalitas jahitan tdk baguskualitasjlek,1
s*****a,3,warnacoklat tuapesen warna mocca yg dtg warna coklat tua kalo ga tu konfirmasi customer main kirim barang aja kejar omset kepuasan pelanggan gak dipikirin kalo retur barang bikin proses nya 2x kerja,2
a*****i,3,pesan coksu dikirim latte stock barangnya seller chat customer dongtolong ya kali salah,1
titinruskamto,5,barang pengiriman cepat makasih y mudah mudahan amanah,1
dianmooy,1,sy pesan 2 sprei tpi kirim cuman sller nya tdak respon chat sya,1
mustafa.kemald,1,gaiklasss kirim barang yg robek kaya gini,1
maloyloy,5,tampilanjelekkualitaskurang bagusperformabagusbeli warna putih tp bernoda nodanyaso sad,0
rianatantri,5,performaoketampilanokekualitasokesarung gulingnya batal gulingnya press,1
billyrismanto,5,performabaiktampilanbaguskualitasokbelum coba pasang bagus kayanya,1
agusasih,5,performabaguskualitasbagustampilanbaguspuas belanja barang recomended,1
izamscr17,5,teksturlembut haluswarnabagus sesuai gambarkenyamanansejuk kain panas,1
fitria090686,5,tampilanbaikkualitaslumayanperformabaikwarnanya sesuai pesanan bahan lembut adem semoga nyaman dipakai,1
siti_nrlela,5,kualitasbaikperformabaiktampilanbaikalhamdulillah pesa n an terima aman terima kasih bahannya lembut n aa kurir terima kasih sukses amin,1
c*****4,3,teksturlembutwarnabaguskenyamanannyamanbagus harga harga murah warna nya lucu bahan adem sayang nyampe coba beli krna mmg butuh cepet pindahan nodanya kirain noda nya dikit video gabisa dikasih bintang 5,1
eghameutianst,5,tampilanbaguskualitasbagus sekaliga nyesel beli sprei pengiriman cepat bahannya adem lembut next beli,1
t*****n,5,pesanan selamat pengiriman lumayan cepet pastinya harga terjangkau,1
p*****4,5,tampilanoke baguskualitasbagus jg sepadan harga kokmantap pengiriman cepat,1
rannychaniago,5,performakereeennnkualitasoketampilanbagusalhamdulillah pesanan ud nyampe rumah dgn kondisi packing yg rapih bahannya lembut n adem banget bkln jd langganan nh recommended nih terima kasih ya shopee seller and kurir semoga sukses lancar amanah jualannya yaa aamiinn yaa robbal alamin,1
krihanakahnu,4,kualitasbahannya panasperformapengiriman seminggu,1
l*****0,5,mantap bgt sellernya ramah pengiriman jg cepet mantap pokonya,1
9h9hogsnie,5,bahannya ena ngga panas gerahrekomended bgtttsayangnyaa kekurangan stock warnaasemoga restock lg,1
ixjugqub3a,5,kualitasbahan lembut adem makasih kkperformasangat barang sesuai pesanantampilanbagus,1
u1wteczend,5,alhmdulillh smpe langganan banget nih tokosekalu bikin puassekalu memberikn yg terbaikmakasihh resseller,1
lubnalubna116,5,performasngattt bagussstampilanbagussskualitasbagussssemuaa okeee,1
yasin_yayasuryana,5,bagus sesuai hargaoverall okerecommended,1
aryagresyandi,5,performabagus sesuai pesanankualitasbagus bahan adem,1
r78wx3t4he,3,warnaokteksturtipiskenyamanankurang,1
ajnfmf2ylb,4,teksturkasarwarnaarmy hitam,1
roswitangongo10,1,sepreinya robek mohon diperhatikan,1
d*****i,5,tipis bahan nya,1
alghistsalsabila,4,tali guling 1,1
ekqhyracer,1,jahitan rapi,1
9dbhstchgn,1,warna ng sesuai,1
ourmoment__,1,barang ga sesuai,1
wiwikrosy,4,teksturagak kasar,1
tiatow14,3,sarung gulingnya banget,1
kelambi.id,3,jahitannya semrawuttttttttttttt,1
fitriayusari197,3,warnag sesuai,1
yenny766hi,3,sarung bantalnya,1
farchan_ahmada28,1,warnatidak sesuai,1
selasans,1,warnatidak sesuai,1
dicky.alhadi,1,warnawarna berbeda,1
vinavina946,1,warnatidak sesuai,1
kuluksbadeng,3,jaritannya bagus,1
jsm.kidswear,3,warna sesuai gambar,1
shodywielawa,4,tali 2,1
ryanlatif969,3,warnasesuaiteksturkurang,1
jrperfumeid,4,warnacepat kotor berbekas,1
k602_dqu8f,4,salah kirim warna,1
lindaulong567,3,bahan nya tipis titik,1
ikha.khairi,5,sesuai harga barangnya tipis,1
dody_gu,5,warna coksu gelap,1
ladalada384,1,kualitasjellek bolong sarunngnya,1
nidapage,1,kualitasburuktampilanburukperformaburuk,1
5lgs2vv15v,1,warnasesuaiteksturtdk bguskenyamanantdk,1
albertpratama16,5,warnaokteksturokkenyamananoksesuai,1
9pan1o6xvm,5,bagus warna sesuai,1
ingnxnda9f,5,bagus,1
a*****i,5,teksturtipis lembut adem,1
hajarhana97,5,teksturademkenyamanannyamanwarnabagus,1
