Username,Rating,Komentar
a*****a,5,"Warna yang dikirim tidak sesuai sh, tpi gk apa-apa, masih bisa diterima, bahan sama jahitannya jg rapi, lain kali mau beli lagi warna yg gk jd sy dpt"
aleshaalesha137,5,"Kualitas:lembut
Tampilan:bagus banget
Performa:sesui dengan foto

Tampilan bagus bahan adem jahitan rapih"
aof3skawmh,2,"Kenyamanan:kecewa padahal Uda tulis di pesan selera saya minta 2 warna ping sama biru tapi di kasih ping dua"" ya"
873umpnwa1,5,"Tampilan:wrnanya recommended
Kualitas:bahan bgus adem bgt warnanya juga bgus bgt"
siapa.ya456,5,"Performa:LUMAYAN
Kualitas:BELUM DICOBA
Tampilan:SESUAI HARGA

Dengan harga segitu , cocok lah dengan kualitas hehehe"
p*****7,5,"Tekstur:ok
Warna:abu
Kenyamanan:ok

Tambahkan 50 karakter untuk mendapatkan koin shopee"
f*****h,5,"Tekstur:sangat lembut dan nyaman
Kenyamanan:terasa sejuk dan nyaman
Warna:warna produk sesuai foto"
rossisondarri,5,Kenyamanan:Alhamdulillah udh dua kali beli di sini sangat puas sprei nya bagus
ichakoala_,5,"Warna:warnanya sesuai
Tekstur:bentuknya gak mudah geser
Kenyamanan:sejujkk saat di pakai"
mzarrar29,5,"Tekstur:lembut
Warna:sesuai
Kenyamanan:nyaman

Barang diterima dgn baik...dan bahannya lembut warna sesuai terima.kasih🙏"
rahmawati.neli,5,"Warna:tidak sesuai dipesan warni ini, di kirim warna sage😭
Tekstur:agak tipis
Kenyamanan:lumayan"
m*****7,5,"Kualitas:ok
Tampilan:ok
Performa:ok

Barang sudah sampai,packing rapi dan aman,produk original sesuai pesanan thanks ya ka next bakalan order lagi"
srimariamsrimariam,5,"Warna:mocca
Tekstur:halus
Kenyamanan:nyaman

keren bgus bngt bahan nya next order lg"
alukusuma,5,"Tampilan:baik
Kualitas:baik
Performa:bagus

Tali sarung bantalnya , kurang baik , pecah molor & hrs masukin 4 talinya ☹️"
muhammadindra.12,4,"Bahan nya bagus okee sih harga juga bersahabat
Cuman kayak nya kecepatan ngelipat sarung bantal jadi warna sarung bantal 1 gak sesuai wrna nya , abu2 ny agak lebih muda overaall yaa oke lah"
yoss_agape,5,"Tekstur:nyaman
Warna:sesuai dengan ekpektasi
Kenyamanan:walaupun sedikit tipis, tapi untuk cuaca dan udara dingin, sprei tetap nyaman."
iejgck7top,5,"Tekstur:lembut
Kenyamanan:nyaman lah dgn harga murah

Brng bagus dgn harga terjangkau 
Nex order lagi🙏"
aldarizkyananda,4,"Bahan bagus ,tapi saya pesan 2 yg dkirim hanya 1 yg saya bayar 2"
alfiah_astuti,5,"Tekstur:barang dengan tekstur yang halus
Warna:sangat menarik
Kenyamanan:terasa sejuk saat dipakai"
nurlaelasari167,4,"Warna:coksi
Tekstur:lembutt

Bagus sekali, reseler nya bagus responnya meskipun sarung bantal dan gulingnya di kirim terpisah"
alfiah_astuti,5,"Tekstur:barang dengan tekstur yang halus
Warna:sesuai dengan ekspektasi dan menarik
Kenyamanan:terasa sejuk saat dipakai"
d*****3,5,"bagus bgt barangnya sukaa bgttt belanja ditoko ini, pengiriman cepat aman selamattt!!!!!"
sofia11628,4,"Tekstur:sangat lembut dan nyaman
Kenyamanan:terasa sejuk saat digunakan
Warna:lembut dan sesuai dengan gambar diatas"
ma13ozu36q,5,"Kualitas:bagusss bangettttt
Tampilan:Masya Allah
Performa:mantap

Ibuk2 harus beli ni baguss banget dgn harga segitu wowww mantepppp"
stational,5,"Kenyamanan:nyaman bahannya bukan yang licin , tp tali buat gulingnya agak pendek menurut saya jd talinya suka mendelep"
alfiah_astuti,5,"Tekstur:sangat lembut dan nyaman
Warna:sesuai dengan ekspektasi dan menarik
Kenyamanan:sangat memuaskan"
r*****9,5,"Tekstur:bagus
Warna:sesuai pesanan
Kenyamanan:nyaman

Barang datang dengan aman, dan cepat sampainya"
nowimouwi,2,"Tekstur:halus
Warna:tidak sesuai dengan pilihan pemasanan

Udah mah ganti warna ga konfrmasi dulu, sobek lagi"
yulitaaris,5,"Warna:warna sesuai
Tekstur:lembut tidak panas
Kenyamanan:dengan harga segitu kualitasnya sangat bagus,jahitan juga rapi"
rika__chan,5,"Warna:okee bgttt, gelap jadi gk nampak kotor
Tekstur:lembut pas di pake
Kenyamanan:nyaman dam soft di kulit"
v*****n,5,"Tekstur:sangat lembut dan nyaman
Kenyamanan:nyaman dpakai ga panas
Warna:coklat sesuai"
f*****a,5,"Warna:abu2
Tekstur:lembut
Kenyamanan:nyaman

Bagus sesuai dengan gambar. Warnanya cantik"
q*****a,4,"Tampilan:sesuai warna,
Kualitas:untuk bahan nya lumayan, ga tipis dan ga tebal juga...
Performa:ok"
retnolarasati236,4,"Warna:coksu
Tekstur:barang bagus halus
Kenyamanan:nyaman

Barang sudah sampai, saya pesan warna mocca yang datang warna coksu"
diannurkhalishah,5,"Performa:oke
Tampilan:bagus
Kualitas:ok

Bagus banget sepreinya dengan harga yg wort it 😍😍"
r*****5,2,"Warna:sesuai
Tekstur:halus
Kenyamanan:nyaman

Halus nyaman cuma tali gulingnya kependekan jadi tidak bisa di gunakan"
q*****7,5,"Tekstur:lembut dan nyaman
Kenyamanan:sangat nyaman saat pake
Warna:sangat bagus dan sesuai gambar❤️❤️"
a*****2,5,"Tekstur:lembut dan halus
Kenyamanan:sejuk dan nyaman dipakai
Warna:sesuai dengan yang digambar cocok"
z4g45_ee2n,5,"Warna:warna bagus sesuai
Tekstur:barang bagus dan halus
Kenyamanan:halus dan dingin"
ahmadgani24,5,"Tekstur:sangat lembut & nyaman
Warna:untuk warna nya sesuai gambar
Kenyamanan:mantap"
fahrin73080708,2,"Warna:sesuai
Tekstur:halus dan agak tipis

Sarban nya kecil²,...kainnya agak tipis sesuai hrganya,..."
sugih_sudharma00,5,"Ya buat harga segini sih OK lah, not bad."
sitimirbat,4,"Warna:sesuai
Tekstur:yg abu lembur yg biru tidak sama bahan nya

Pengiriman cepet.. tp aga kecewa dikit bahan yg abu lembur halus tp yg biru ngga, teliti lagi ya kak, tali nya ga lengkap."
fita_sary,5,"Kualitas:bagus nyaman di pake gak panas
Tampilan:bagus sesuai dengan gambar"
w*****1,5,"Tampilan:baik
Kualitas:bagus
Performa:okeyy

Bagus spreinya warna nya cantik sesuai pesanan"
n*****0,3,"Warna:sesuai
Tekstur:yg coksu halus kl yg abu-abu bahan agak kasar
Kenyamanan:lumayan"
lorena.larose,5,"Warna:cantiqqq
Tekstur:lembuttttt dingin
Kenyamanan:comfortable💗💗"
irar4hm4w4t1,1,Kecewa sama toko ini..saya order pertama 9  pcs sprei..yg dtang cuma 8 .trus saya minta kirim dengar saya order 1 lg..jd yg hrus dikirim 2 sama yg baru saya order dg kekurangan kmren...tolong dong yg amanah...saya beli byak dg uang.. bukan dg daun..tolong teliti lg..yg mohon kirimi sisanya yg kmren.
jajapadillah,3,"Warna:warna yang dikirim tidak sesuai pesan abu tua yang datang abu Muda
Tekstur:baik
Kenyamanan:baik

Next kalau memang tidak ada warna yg dipesan konsumen sebaiknya ada pemberitahuan sebelumnya bukan dikirim dengan yang tidak sesuai pesanan, agar tidak menimbulkan kekecewaan."
desyandriani12,4,"Performa:bagus bahan lumayan tebal
Kualitas:bahan nya lembut
Tampilan:warna sesuai dan ga luntur saat di cuci

Tapi sayang untuk ukuran di bagian atas bawah itu agak kekecilan"
rizza296,5,"Warna:Bagus sesuai
Tekstur:Lembut
Kenyamanan:Memuaskan

Pesanan sesuai banget, next order lagi"
s*****a,5,"barang dikirim sesuai pesanan warna dan kain bagus 
ga panas dan sejuk, pokoknya memuaskan"
veearudam,5,"Tekstur:mantaf
Kenyamanan:adem,lembut
Warna:abu tua,d coklat

ini pembelian yg ke 2 kalix.....
tokox amanah sekali"
lulukfikriuah89,5,"Barang bagus lembut nyaman untuk tidur 
Kualitas bagus sekali
Mantul sekali"
fitria_amin02,4,"Tekstur:cukup halus
Warna:sesuau pesana bagus
Kenyamanan:belum di coba

Barang sudah sampai dan bagus sesuai dengan harga segitu makasih resseler"
nurtatyrumapea,5,"Warna:ceria
Tekstur:nyaman
Kenyamanan:nyaman dipakai

Sesuai harga pesanan Sydah nyampek trimakasih seller"
a*****p,5,"Warna:sesuai yg dipilih

Sudah terima tp belum dipakai. Untuk stok seprei. Pengiriman termasuk cepat. Semoga adem bahannya. Thx"
naniksriwinarni417,4,"Warna:sangat bagus dan sesuai gambar
Tekstur:halus
Kenyamanan:sejuk dan nyaman

Namun sayang , sarung bantalnya terlalu kecil ukurannya hingga bantal susah masuk"
rosyrianiseran,5,"Tekstur:lembut
Kenyamanan:nyaman
Warna:bgus

Warna agak beda tpi nggak apa² yg penting ok"
kalangbaskara,5,"Tampilan:Minimalis
Kualitas:Baik
Performa:Good Job

Semoga karetnya gak cpt kendor..
Ukurannya pas bgt, jd hrs sedikit effort buat pasangnya.."
u6c20pelck,5,"Warna:cerah
Tekstur:lembut
Kenyamanan:produk sangat nyaman"
c*****2,4,"Kualitas:lumayan dg harga segitu
Performa:bagus
Tampilan:tipis sih tp lumayan lah hrg segitu"
r*****3,5,"Warna:pink
Tekstur:oke
Kenyamanan:oke

Oke banget pokonya nanti beli lagi deh😊"
dewisariyanti20,4,"Tekstur:halus
Warna:sesuai ekspetasi
Kenyamanan:sejuk dan nyaman

Makasih banyak ya, sya suka sekali deh"
ainurroziqin986,3,"Sprei bantal kecil sekali, sprei gak pas dengan ukuran panjang 200cm x 200 cm, selebihnya bahan nyaman dan halus"
b.coffe_,5,"Warna:abu-abu
Tekstur:lembut
Kenyamanan:Adem

good product!"
e*****i,5,"Tekstur:lembut dan nyaman

Bahannya adem bgt, bikin tidur nya enak🥰"
h*****k,4,"Tekstur:oke
Kenyamanan:cukup nyaman
Warna:sesuai gambar

Pengiriman cepat, packing sederhana, warna sesuai gambar, tpi sarung guling agak pendek dan ada sedikit noda, tapi okelah"
sumarrini069,5,"Tampilan:bagus
Performa:bagus cm tali bantal gulingnya kependekan nggak bs di pakai tapi nggak pa2 sih.. kain nya halus dan adem"
bebynobita_,4,ukuranya kekecilan twrnyata hehe gpp tapi amanha banget tokonya makasih ya kak
vinsendedi13,5,"Tampilan:bagus
Performa:baik
Kualitas:bagus"
ratna_ratanna,4,"Tekstur:lembut
Kenyamanan:nyaman sesuai harga
Warna:salah warna, harusnya warna Malibu tapi yg datang Beby blue"
nbssby22,4,"Warna:grey,army,coksu
Tekstur:nyaman
Kenyamanan:sejuk saat dipkai

Bhny adem dan lembut, saran aja kak jahitany kurang rapi, dan tali untuk guling ngepres klo bs dipnjangin dikit. Trmksh"
irmaneliy,3,"Warna:coklat tua
Tekstur:ademm

Sangat kecewa karna dkasih barang reject bahan"
t96vlbpia4,5,"Tekstur:halus dan lembut
Warna:hitam
Kenyamanan:sejuk dan nyaman"
nofitadoidris650,5,"Tekstur:lembut dan nyaman
Warna:suka skli dengan warnanya

Saya akan order lagi disini"
amandaayuk,4,"Warna:coksu
Tekstur:halus"
octavianwn,5,"Bagusss aku kira bakalan kekecilan ternyata pas bgt, halus lembut gak panas, belum tau berubah warna gak kalau nanti hbs dicuci.. 
estetik san murahhhh"
s*****o,5,"Warna:bagus
Tekstur:bagus
Kenyamanan:baik

Sesuai pesanan, bahan lembut, pengemasan cepat, recommended..."
yuriadu_badiah,5,"Tekstur:lembut
Warna:bagus walaupun yg dikirim bukan yg fi mau

Kurir ok..."
m*****r,5,"Warna:sesuai sama gambar,
Tekstur:lembut bgt
Kenyamanan:nyaman"
evadijah,4,Emang sarung bantal nya satu ya
bundakhay15,4,"Tekstur:lumayan sesuai dengan harga
Warna:warnanya sedikit pudar tidak pekat
Kenyamanan:sesuai dengan harga"
d*****e,5,"Warna:bagus
Tekstur:lembut adem
Kenyamanan:nyamannnnn

Bagus sih asli dan bahannya adem ga panas gitu lovee bangett"
a*****n,5,"Tekstur:Adem & halus
Kenyamanan:Adem gak panas
Warna:Coksu

Produk sesuai pesanan, kecepatan pengiriman oke 👍🏻"
ariskad28,5,Sprei nya bagus bahan nya lembut gk panas next order lagi buat warna lainya terimakasih shopee seller and expedisi kurirnya
utterfluke_3001,5,"Warna:sesuai
Tekstur:lembut
Kenyamanan:ok

1 set seprai kasur uk 180x200, 2 sarung bantal dan 2 sarung guling, tapi guling pasang sendiri, kain tipis sesuai harga"
yulitaseptiani09,5,Kualitas:ini murah tp bahan ga kaleng kaleng
khamillashakinah,1,"Penipu. Beli 2 di kirim satu
Minta uang kembali udah seminggu uang gk di kembalikan. Minta dikirim warna lain alasan gk bisa
Sumpah nyesal beli di sini"
r*****z,5,"Warna:cerah
Tekstur:lembut
Kenyamanan:nyamna

enak lembut gak panas di badan, tidur lebih nyaman next order lagi warna laen"
andangkurnaedi123456,3,"Tekstur:biasa saja
Warna:lumayan terang
Kenyamanan:agak panas dan bahan tipis banget"
p*****3,5,"Warna:bagus
Tekstur:bagus
Kenyamanan:sayangnya terlalu lambat sampainya saya nunggu nya hmpir 2 mingguan smpk rmh"
f*****r,5,Paket cepat sampai dan produk yang diterima sesuai dengan yang dipesan.
am7nah,5,Barangnya halus lembut. Custumer aku suka.. mksh seller berkah selalu
dani7168,4,"produk lumayan oke sesuai harganya lah, aga tipis tapi masih oke"
mifathuljanah,3,"Warna:hijau
Tekstur:baik

agak kecewa karna ga double karet. padahal di iklannya double karet. udh chat admin juga bilangnya double karet. ternyata ga double karet"
yanifahelanora,3,Sarung n gulingnya kurang cuma ada 3
stevidanda,3,"Warna:tdk sesuai
Tekstur:kasar
Kenyamanan:tipis banget kain nya dan ukuran sarung bantal dan gulingnya kecil"
zu9hgnf270,3,"Warna:wrna sesuai pesanan
Tekstur:biasah saja, kainnya tipis
Kenyamanan:biasah aja cuma sumuk aja kalo dipake tidur, sy review sdh di pakai biar tau kualitas barangnya, tpi ya lumayan harga segitu cuma mahal di kurir aja kurirnya ambil untung juga hehehehehe"
fajarwati880,5,"Sobek bungkusnya tapi dalamnya aman,terimakasih ya shopee tokonya,,nanti order lagi tapi pekingnya ditebalin ya,biar tidak sobek"
a*****m,4,"Kualitas:lembut
Tampilan:Bagus
Performa:Lumayan

Barang sudah mendarat dengan selamat.
Pengiriman agak lambat"
b*****s,4,"Untuk bahan jujur bagus bgtt lembut,tidak panas. Cuma jujur untuk warna kok ini jauh bgt yaa sama yg di gambar,ini real nya kaya lebih ke oren coklat gtu,jadi nanggung warna nyaa ga susai dengan fotoo syg bgtt sih"
indriarman15,4,"Tekstur:halus
Warna:bgs ,sesuai gmbar
Kenyamanan:nyaman halus skli"
syilaputrii,5,"Kualitas:super bagus poll
Tampilan:menarik
Performa:bagus, nyaman dipake

Bagus bgtt kak bakal jadi langganan sih ini😍"
mademegayunita,5,"Performa:bagus
Kualitas:tebal
Tampilan:good

Bahan bagus,adem"
i*****a,2,"Warna:sesuai
Kenyamanan:pemasangan sangat susah. it's too too tight

Pasang nya susah sekali, ukuran 120×200 tapi bener2 terlalu pas sampe karetnya yang diujung2 harus pake tenaga ekstra nariknya. Masukin ujung kasur ke karet ujung sprainya susah sekali. 
Maaf, but not going to repurchase🥺🙏"
hl9depxhyk,5,"Warna:sesuai gambar
Tekstur:lembut,
Kenyamanan:nyaman"
mualimin2101,4,"Bahannya bagus adem,Tapi sayang ada sobek dikit
Tapi gapapa masih puas sama barangnya"
w*****h,5,"Warna:sesuai
Tekstur:sesuai
Kenyamanan:sesuai

kualitas bagus sesuai harga. pengiriman cepat."
rianti12rianti12,5,"Warna:coklat
Tekstur:halus
Kenyamanan:blm tau

Paket SDH sy terima tipis SKL bahannya tp tak apa SDH sy pesen semoga adem dipakai dan dicuci TDK berbulu atau robek"
herniatibablu,1,saya pesan 2 pcs sprei dengan ukuran 180x200 dengan 160x200 tapi yang di kirim cuma 1👎👎👎katanya uangnya akan di refund tapi sampai skrg belum di kirim juga
firmanamd744,3,"Warna:sesuai
Kenyamanan:sesuai dengan harga

Pesan seprei 2 yg dikirim hanya 1, saran kak klo memang sepreinya habis kan bisa konfirmasi melalui chat. iya dana di kembalikan sih tpi kurang harga sepreinya 68 tpi yg dikembalikan hanya 61."
emlin3,2,"Warna:hitam
Tekstur:halus
Kenyamanan:80

kegedean ga press"
hilman_azhari,1,Warna:pesan hitam polos yg dikirim seperti ini
idasuhada332,1,"Tidak sesuai pesanan, saya pesan lemon lime, yg dtg beda"
a*****a,4,"Warna:coklat

pesen warna hitam, yg dateng coklat, harusnya chat konfirmasi dulu sellernya jika memang tidak ada stok, jangan asal kirim warna,"
chamakh.bnz,5,"Tekstur:lembut
Warna:sesuai
Kenyamanan:nyaman adem"
8algfrzkwy,1,"Warna yang d kirim tidak sesuai dengan pesanan, kalau misalnya kosong warnanya d konfirm dlu jangan asal kirim dengan warna yng lain."
nmlsrdewii,1,"Sy pesan 2 tp yg dtg cmn 1 , blgnya mau di return smpai 1mngguan di tgg blm direturn jga gmna sii!? Balas cht jgn dilht doang !!!"
haerulfadly_,1,Barangnya udh dikirim baru kosong barangnya pas cek out masih produknya
nengdoko,1,"Pesannya 2 varian seprei, bayarnya jg 2, tpi yg dtg cuman 1😒. Chat penjualnya mau tanya ini gimana yah, mala ga di respon2, pdhal online terus🙄🙄.  Mgkin krn pembelinya jauh yah jdi ga usah di peduliin😂🤣"
mufida20814,5,"Warna:bagus,cantik,sesuai dengan gambar
Tekstur:halus
Kenyamanan:sangat nyaman digunakan"
t*****i,3,"Pesannya hitam polos, tpi yg dtang gk polos 🙃"
maha2003,3,"Pesanannya belum dikirim semua tulisannya katanya Mau di return. Tp sampai sekarang belum dikirim juga. Padahal saya udh chat brp kali msh aja belum ada Tindak lanjut
Tolong segera dikirim atau dikembalikan Uangnya  saya ya."
fellaraaaaa,1,"Tampilan:ya
Kualitas:ya
Performa:ya

Order coksu yg dikirim coklat tua. Kalo begini kan jd repot juga customer nya harus retur barang, jd mau ga mau pilih yasudahlah jd rugi sendiri. Yg di order apa yg dikirim apa ga sesuai ekspektasi. Lain kalin lebih teliti lagi biar customer puas"
jali494,1,Baru dua kali di cuci rasa kain lembut nya berubah kyk grijilan kain kecil² gitu jdi gk nyaman lgi
yaumil_19,2,"admin ga ada konfir produk kosong main ganti warna, klo retur kan waktu lg pdhl ribet"
komartajaya,1,"Warna:pesanan warna abu , tanpa konfirmasi dikirim warna coklat.
Tekstur:belum dicoba
Kenyamanan:belum dicoba

Sedikit info untuk pembeli, jika pesanan dari pembeli tidak sesuai yg di pesan mohon sebelumnya untuk info / di etalase dituliskan warna habis ,, bukan permasalahkan uang tetapi kepercayaan pelanggan jika ingin cek out di kemudian hari berbeda dengan warna yang di pesan terimakasih."
faifaifa,4,"Tampilan:warna sesuai pesanan, ukuran sprei sesuai pesanan
Kualitas:standar

Sprei secara umum ukurannya sesuai dg pesanan. Tapi ukuran sarung bantal dan gulingnya agak kecil. Untuk bantal dan guling ukuran jumbo mungkin agak maksa pakenya. Jadi makin fluffy bantal gulingnya. Mungkin saran untuk seller, sertakan ukuran sarung bantal dan gulingnya juga. Jadi customer tidak kecewa saat barang sudah diterima."
hsedocumentcontroller2018,1,"Warna:tidak sesuai deskripsi. dikonfirmasi ukuran no 2 warna kubus habis diganti ke warna cokelat tua, yang datang malah warna kubus dan pesanan saya abu ukuran no 3 malah yang diganti jadi cokelat tua.

Saya rasa bintang 1 sudah cocok dengan waktu saya yang sudah terbuang."
juharnirasyak,3,sesuai harga bahan tipis semoga aja gak panas di pakai
m*****e,5,"Pesan 2 yg datang 1, tim packing gudang tidak amanah. Saya apresiasi dan mengucapkan Terima kasih atas respon nya yg sangat baik kepada pemilik toko. Untuk next nya tim packing lebih teliti lagi. "
h*****n,4,"Warna:lebih muda bukan abu tua
Tekstur:tipis

Sesuai sama harga sih"
dianhati70,5,"Kenyamanan:belum dicoba
Tekstur:keliatannya lembut bahannya
Warna:biru nya ternyata muda banget"
nettiliaagustin10,1,"Beli seprai dan nambah sarung bantal . Yg di kirim seprai nya saja .. di chat tidak di respon , uang nya tidak kembali juga .. dasar toko ga amanah"
nengahjuliawan330,2,"4 sarung bantal kekecilan, untuk sprainya bagus"
adityanurakbar09,2,"Ada cacad produksi di sarung bantalnya, tidak terjahit sempurna. Sayangnya baru lihat setelah seminggu di pakai jadi ga bisa di retur. Saran saya sebelum produk di kirim ke pembeli di perhatikan lagi quality controlnya. Karna ini “cacad produksi” bukan rusak pengiriman atau rusak karna di pakai."
nita.permatasari,1,"Saya pesan 2 hitam 1 abu2 1 tpi yg dtg cuma hitam aja, sya chat k penjual ga di respon2 pdhal smpet online trus ini pesanan org bukan punya saya"
viviniaandika,4,"Pesan 2, ternyata yg ada cuma 1, tapi ga dibilang sebelum dikirim, kan saya bisa ganti warna / barang , akhirnya refund, padahal mau kembaran seprainya 2 kasur, 
Komunikasi toko ini kurang bagus"
l*****7,5,Bagus jadi keren banget semuanya item😂
aira.17022016,4,"Warna:sesuai foto
Tekstur:agak licin

Bahannya kok beda dgn yg warna coksu ya kak, 
Bagusan yg coksu,
Terimakasih"
susikkkkkk,1,"PLEASE KALIAN JANGAN KENA TIPU,SEHARUSNYA TOKO INI BLACKLIST AJA,JUALAN GAK AMANAH,AKU BELI PRODUK 2 DIKIRIM CUMA 1 DAN MINTA PERTANGGUNG JAWABAN GAK ADA RESPON SUDAH 2 HARI!!!!! BARANG KOSONG GAK ADA KONFIRMASI DULU,MAIN REFUND REFUND AJA,KATANYA BAKAL DIKIRIM RANDOM TAPI NYATANYA GK DIKIRIM SAMA SKLI!!!"
xy1qa08_cc,4,"Kenyamanan:kurir kurang ramah,KLO bisa ganti saja jadi kurir itu tidak becus 😡😡😡"
seregar.12,5,Bagus
nyayuratna,5,Bagus
d*****o,4,"Warna:Putih, Mocca, Latte

Pesan 3 pcs dikirim hanya 2 pcs. Yang Mocca tidak dikirim - mungkin ngga available (minimal info aja)
Janji mau refund ngga di refund juga sudah 3 hari.
Uang ngga seberapa, tapi bisa jadi hambatan untuk kalian jualan.."
ayu28_tiari,3,"Bahannya biasa aja mungkin sesuai harga. 
Pengiriman bener2 lama2. Dikirim dari tanggal 30 september sampai tgl 11 oktober baru sampai.😅"
surisurr,2,Tali sarung gulingnya kurang dan seller gamau kirim kekurangannya :)
zahranaima761,3,"Warna:tidak sesuai dengan pesanan, sya psn warna abu tua, yg datang warna seragam SMA"
ermafik,4,
annesyulianita,1,Performa:jelek produk gaada uang gak dikembaliin katanya mau dikirimin lagi tapi ga sampe sampe. slow respon di chat gak bales bales
